outgoing_connections,obyt_SUM,ibyt_SUM,ln_ibyt_SUM,ln_obyt_SUM,weighted_degree,ip,degree,total_traffic,ln_total_traffic,ln_degree,ln_weighted_degree,label
5051,71852249,52172502,17.7700661324,18.0901224713,40758.0,172.10.0.3,30,124024751,18.6359917085,3.40119738166,10.6154074184,1.0
759,2749395,11891852,16.2913640177,14.8268914454,773.0,172.30.1.80,20,14641247,16.4993532405,2.99573227355,6.65027904859,1.0
1478,25564364,71696344,18.087950314,17.0567099084,1546.0,172.30.1.230,20,97260708,18.3929056424,2.99573227355,7.34342622915,1.0
597,1665520,11213296,16.232610775,14.3256479449,617.0,172.10.2.53,18,12878816,16.3710943489,2.8903717579,6.42486902391,1.0
788,2121696,6445898,15.6789545175,14.5677263268,799.0,172.20.1.41,18,8567594.0,15.9634975044,2.8903717579,6.68336094577,1.0
1128,24163002,8229708,15.9232610921,17.0003331783,1147.0,172.10.1.184,24,32392710.0,17.2934439554,3.17805383035,7.04490511713,1.0
1072,25491478,270,5.598421959,17.0538547582,1077.0,172.10.1.176,18,25491748,17.0538653499,2.8903717579,6.98193467716,1.0
607,1164614,4367006,15.2895882064,13.9679002596,617.0,172.10.2.119,17,5531620.0,15.5259912782,2.83321334406,6.42486902391,1.0
768,2208413,2686880,14.8038912271,14.607784716,801.0,172.30.1.153,19,4895293.0,15.4037846892,2.94443897917,6.68586094707,1.0
834,2376283,3918268,15.1811602774,14.6810480601,934.0,172.30.2.91,24,6294551.0,15.6551948965,3.17805383035,6.83947643823,1.0
782,1862715,15479982,16.5550582633,14.4375456588,795.0,172.30.1.28,20,17342697,16.6686820536,2.99573227355,6.67834211465,1.0
1134,25436873,4780242,15.3800017308,17.0517103722,1141.0,172.10.1.160,21,30217115,17.2239190437,3.04452243772,7.03966034986,1.0
1221,26886728,4644916,15.3512838461,17.1071433399,1240.0,172.10.1.166,25,31531644,17.266502171,3.21887582487,7.1228666586,1.0
788,1912131,13771888,16.438139971,14.4637288849,806.0,172.30.1.78,22,15684019,16.5681528538,3.09104245336,6.69208374251,1.0
718,2151798,17203718,16.6606360812,14.5818143297,735.0,172.30.2.138,19,19355516,16.7784880014,2.94443897917,6.59987049921,1.0
718,3100040,14012416,16.4554543517,14.9469255726,741.0,172.20.2.90,18,17112456,16.6553171774,2.8903717579,6.6080006253,1.0
160,15964,881927,13.6898645651,9.67809146617,5338.0,172.30.0.7,27,897891.0,13.7078039591,3.295836866,8.58260632996,1.0
728,1912887,16491034,16.6183273972,14.4641241772,762.0,172.10.1.32,28,18403921,16.7280742977,3.33220451018,6.63594655569,1.0
717,2208726,18842194,16.7516092747,14.6079264367,751.0,172.20.2.100,20,21050920.0,16.8624548226,2.99573227355,6.62140565176,1.0
688,1468474,9331896,16.0489487676,14.1997343243,705.0,172.10.1.45,23,10800370.0,16.1950909508,3.13549421593,6.55819780281,1.0
781,3478104,4324646,15.2798408453,15.0619978757,822.0,172.30.1.151,19,7802750.0,15.8699867936,2.94443897917,6.71174039506,1.0
558,1430337,181008,12.1062965082,14.1734206388,565.0,172.30.1.200,16,1611345.0,14.2925797919,2.77258872224,6.33682573115,1.0
1036,11019224,40519574,17.517295724,16.2151519418,1076.0,172.10.1.225,24,51538798,17.7578454412,3.17805383035,6.98100574072,1.0
659,2154745,5456030,15.512231977,14.5831829451,674.0,172.20.1.101,16,7610775.0,15.8450755643,2.77258872224,6.51323011091,1.0
679,1975195,7227012,15.7933362307,14.4961776856,690.0,172.30.1.137,18,9202207.0,16.0349539046,2.8903717579,6.53669159759,1.0
666,1986973,11086316,16.221222113,14.5021229331,686.0,172.20.1.200,20,13073289,16.3860816989,2.99573227355,6.53087762773,1.0
1157,23742543,784994,13.5734313534,16.9827790602,1173.0,172.10.1.157,23,24527537,17.0153070035,3.13549421593,7.06731984865,1.0
781,3020118,15565826,16.5605884282,14.9208064614,934.0,172.20.2.122,21,18585944,16.7379161541,3.04452243772,6.83947643823,1.0
710,2035259,589234,13.2865786673,14.5261336415,721.0,172.20.1.178,20,2624493.0,14.7803982925,2.99573227355,6.58063913728,1.0
744,1918351,8932892,16.0052507526,14.4669765208,770.0,172.10.1.51,24,10851243,16.1997901936,3.17805383035,6.64639051485,1.0
632,2380642,6839236,15.7381865875,14.6828807572,653.0,172.10.2.83,18,9219878.0,16.0368723633,2.8903717579,6.48157712928,1.0
662,4670739,20683400,16.8448420041,15.3568278612,679.0,172.20.2.55,18,25354139,17.0484525488,2.8903717579,6.52062112756,1.0
878,6743591,13128752,16.3903151923,15.7241031303,892.0,172.20.2.24,16,19872343,16.804839524,2.77258872224,6.79346613258,1.0
748,2273544,3269346,15.0001005229,14.6368504055,760.0,172.30.1.62,19,5542890.0,15.5280265834,2.94443897917,6.63331843328,1.0
734,2537010,7031330,15.7658864351,14.7464967802,753.0,172.20.1.147,20,9568340.0,16.0739702897,2.99573227355,6.6240652278,1.0
645,1452640,279728,12.5415729814,14.1888931486,654.0,172.30.1.9,18,1732368.0,14.3649998167,2.8903717579,6.48310735146,1.0
694,1862998,16646520,16.6277117435,14.437697576,714.0,172.30.1.85,22,18509518,16.7337956442,3.09104245336,6.57088296234,1.0
687,2121982,9913008,16.109358392,14.5678611156,706.0,172.20.1.87,18,12034990.0,16.3033287983,2.8903717579,6.55961523749,1.0
796,1930319,2230280,14.6176376961,14.4731958322,811.0,172.30.1.19,18,4160599.0,15.2411696123,2.8903717579,6.69826805412,1.0
699,2899700,199490,12.2035193887,14.8801178413,707.0,172.30.2.144,17,3099190.0,14.946651345,2.83321334406,6.5610306659,1.0
1257747,386010195,1913082,14.4642261121,19.771374339,1269164.0,10.170.32.110,4,387923277,19.7763181383,1.38629436112,14.053868974,1.0
660,3198342,5540724,15.5276357361,14.9781431085,677.0,172.20.2.73,19,8739066.0,15.9833138769,2.94443897917,6.51767127291,1.0
1078,21703424,3947856,15.1886832047,16.8929805941,1089.0,172.10.1.127,22,25651280.0,17.0601040309,3.09104245336,6.99301512293,1.0
724,2014481,6587224,15.7006425734,14.5158721519,750.0,172.10.2.25,23,8601705.0,15.9674709974,3.13549421593,6.62007320653,1.0
761,2363315,325762,12.6939223324,14.6755758524,774.0,172.20.2.97,18,2689077.0,14.80470857,2.8903717579,6.65157187359,1.0
724,1338201,7663930,15.852035465,14.1068367326,744.0,172.10.1.25,25,9002131.0,16.0129718851,3.21887582487,6.61204103483,1.0
783,3994717,3744658,15.135840849,15.2004832961,804.0,172.10.2.18,21,7739375.0,15.861831493,3.04452243772,6.68959926918,1.0
590,1782335,386152,12.8639863533,14.3934348604,599.0,172.20.1.14,16,2168487.0,14.5895402473,2.77258872224,6.39526159812,1.0
1490,26313089,86226277,18.2724855268,17.085577054,1576.0,172.30.1.220,21,112539366,18.5388136384,3.04452243772,7.36264527042,1.0
778,1508339,3108748,14.9497306308,14.2265196033,794.0,172.10.2.72,19,4617087.0,15.3452745447,2.94443897917,6.67708346125,1.0
777,2172268,8738550,15.98325483,14.591282341,859.0,172.20.1.96,22,10910818,16.2052653321,3.09104245336,6.75576892198,1.0
1091,11050981,16291592,16.6061597045,16.2180297603,1126.0,172.30.2.10,20,27342573,17.123955496,2.99573227355,7.0264268087,1.0
677,1749638,7119026,15.7782814763,14.3749194674,691.0,172.30.1.166,18,8868664.0,15.9980347229,2.8903717579,6.53813982377,1.0
755,2530966,9488896,16.0656328308,14.744111606,772.0,172.20.1.171,20,12019862,16.3020710061,2.99573227355,6.64898455002,1.0
805,2350332,2242334,14.6230278456,14.6700671527,818.0,172.30.1.187,19,4592666.0,15.3399712413,2.94443897917,6.7068623366,1.0
752,2781833,10222513,16.1401030029,14.8386206209,775.0,172.30.2.56,26,13004346,16.3807941672,3.25809653802,6.65286302935,1.0
1083755,303800458,1575074,14.2698128133,19.5318816557,1097281.0,10.17.15.10,12,305375532,19.5370528297,2.48490664979,13.9083458596,1.0
715,2794038,2538,7.83913164827,14.8429984193,752.0,172.30.2.50,22,2796576.0,14.8439063697,3.09104245336,6.62273632395,1.0
595,1083029,11319558,16.242042584,13.8952723031,608.0,172.30.1.41,20,12402587,16.3334156378,2.99573227355,6.41017488197,1.0
1022,11716924,12124326,16.3107244056,16.2765448503,1041.0,172.30.2.31,18,23841250.0,16.9869278317,2.8903717579,6.94793706861,1.0
847,4753676,27999574,17.1476998537,15.3744287714,874.0,172.10.1.249,23,32753250.0,17.3045127518,3.13549421593,6.77308037566,1.0
714,2095462,11427816,16.2515609414,14.5552846121,732.0,172.30.2.127,21,13523278,16.4199230548,3.04452243772,6.59578051396,1.0
740,2567580,4697134,15.3624630935,14.758474379,763.0,172.30.1.126,19,7264714.0,15.7985394874,2.94443897917,6.63725803128,1.0
733,3037502,6510544,15.6889335744,14.9265460251,745.0,172.30.1.173,18,9548046.0,16.0718470842,2.8903717579,6.61338421838,1.0
856,4713790,11136438,16.2257329927,15.3660028133,888.0,172.10.1.254,24,15850228,16.578694443,3.17805383035,6.78897174299,1.0
800,2116480,2368482,14.6777598016,14.5652648893,818.0,172.30.1.98,19,4484962.0,15.3162405808,2.94443897917,6.7068623366,1.0
837,2382807,4006402,15.2034041396,14.6837897625,849.0,172.20.1.99,16,6389209.0,15.6701210315,2.77258872224,6.74405918631,1.0
1170,28611744,83582,11.3335834649,17.1693278209,1183.0,172.10.1.182,23,28695326,17.1722448103,3.13549421593,7.07580886398,1.0
1174,24666468,4858382,15.3962160186,17.0209553084,1190.0,172.10.1.120,23,29524850.0,17.2007428396,3.13549421593,7.08170858611,1.0
645,2075895,420726,12.9497370694,14.545902944,658.0,172.30.1.57,19,2496621.0,14.7304487756,2.94443897917,6.48920493133,1.0
774,2108374,14027024,16.4564963127,14.5614275923,787.0,172.30.1.91,18,16135398,16.59652605,2.8903717579,6.66822824842,1.0
1158,26351988,8593096,15.9664696481,17.087054276,1171.0,172.10.1.193,23,34945084,17.3692883587,3.13549421593,7.0656133636,1.0
741,1522625,8340334,15.9366138215,14.235946377,757.0,172.20.1.190,20,9862959.0,16.104296783,2.99573227355,6.62936325344,1.0
780,2795899,7635822,15.8483611529,14.8436642587,808.0,172.10.2.34,21,10431721,16.1603618182,3.04452243772,6.69456205852,1.0
698,1254720,5357804,15.4940647476,14.0424229981,724.0,172.10.2.77,21,6612524.0,15.7044759846,3.04452243772,6.58479139239,1.0
1159,12628538,36381074,17.4095592523,16.3514697315,1196.0,172.10.1.232,24,49009612,17.7075270001,3.17805383035,7.08673793451,1.0
597,1629523,12370740,16.3308445647,14.3037978919,617.0,172.20.2.70,17,14000263,16.4545866731,2.83321334406,6.42486902391,1.0
748,1862777,10582332,16.174696376,14.437578943,766.0,172.30.1.112,19,12445109,16.3368382523,2.94443897917,6.64118216974,1.0
733,1438704,7635284,15.8482906931,14.1792532663,749.0,172.10.1.89,23,9073988.0,16.0209224167,3.13549421593,6.61873898352,1.0
853,4361643,11661306,16.2717867395,15.2883593792,876.0,172.20.2.11,19,16022949,16.5895325651,2.94443897917,6.77536609094,1.0
744,1847364,18468258,16.7315640326,14.4292703161,764.0,172.10.2.127,19,20315622,16.8269007047,2.94443897917,6.63856778917,1.0
627,1676168,1514364,14.2305061068,14.3320207937,643.0,172.20.1.97,20,3190532.0,14.975698232,2.99573227355,6.46614472424,1.0
643,2406282,11781306,16.2820245959,14.6935933756,669.0,172.30.2.76,24,14187588,16.4678780558,3.17805383035,6.50578406013,1.0
1196,25459639,11376174,16.2470317263,17.0526049719,1215.0,172.10.1.200,26,36835813,17.4219811093,3.25809653802,7.10249935577,1.0
738,2758034,5691406,15.5544678758,14.830028665,752.0,172.30.1.21,19,8449440.0,15.9496107249,2.94443897917,6.62273632395,1.0
29252,543457577,95919580,18.37902069,20.1134622063,29317.0,172.20.1.47,24,639377157,20.2760050683,3.17805383035,10.2859228315,1.0
1938,40787196,65427917,17.9964595908,17.5238787666,2019.0,172.30.1.248,20,106215113,18.4809769636,2.99573227355,7.61035761831,1.0
659,2356463,2260308,14.6310116451,14.672672324,680.0,172.20.1.107,20,4616771.0,15.345206101,2.99573227355,6.52209279817,1.0
629,1646153,12148184,16.3126902516,14.3139516085,650.0,172.30.1.44,22,13794337,16.4397687036,3.09104245336,6.47697236289,1.0
913,6904902,19131420,16.7668425676,15.7477421521,941.0,172.20.2.44,19,26036322,17.0750031211,2.94443897917,6.84694313959,1.0
979,6584968,20784050,16.8496964236,15.7003000336,1015.0,172.10.1.210,24,27369018,17.1249222017,3.17805383035,6.92264389148,1.0
629,2205854,8854054,15.9963859912,14.6066252935,650.0,172.20.1.21,18,11059908,16.2188372358,2.8903717579,6.47697236289,1.0
610,1748188,6510516,15.6889292737,14.3740903809,623.0,172.30.1.4,21,8258704.0,15.9267782325,3.04452243772,6.43454651879,1.0
992,9288832,15876098,16.5803252657,16.0443233763,1020.0,172.10.1.217,23,25164930.0,17.0409619165,3.13549421593,6.92755790628,1.0
1422,975616,6454,8.77245537261,13.7908243454,1423.0,10.76.187.67,2,982070.0,13.7974178679,0.69314718056,7.26052259809,1.0
816,2143384,8108870,15.9084690822,14.5778964465,1054.0,172.10.2.109,20,10252254,16.1430081418,2.99573227355,6.9603477291,1.0
1598,28814785,45448680,17.6320943353,17.1763991814,1636.0,172.30.1.234,21,74263465,18.123129666,3.04452243772,7.40000951716,1.0
651,1765030,6554712,15.6956947383,14.3836782454,662.0,172.30.2.86,20,8319742.0,15.9341418027,2.99573227355,6.49526555594,1.0
677,2239899,9867580,16.1047651939,14.6219413335,688.0,172.20.2.64,18,12107479,16.3093339188,2.8903717579,6.53378883793,1.0
778,2312054,1386295,14.1421452788,14.6536468649,788.0,172.20.1.176,17,3698349.0,15.1233970618,2.83321334406,6.66949808986,1.0
761,1826161,5383436,15.49883739,14.4177265071,781.0,172.30.1.12,21,7209597.0,15.7909236131,3.04452243772,6.66057514984,1.0
1080,13510716,30200512,17.2233694358,16.4189937063,1110.0,172.30.2.45,21,43711228,17.5931155607,3.04452243772,7.01211529431,1.0
1328,15367684,35802988,17.3935419116,16.547777421,1369.0,172.20.1.229,21,51170672,17.7506771134,3.04452243772,7.22183582529,1.0
1073,24370117,7500560,15.8304882424,17.0088682266,1093.0,172.10.1.140,26,31870677,17.2771969287,3.25809653802,6.99668148818,1.0
749,4809030,12658874,16.3538690292,15.3860059585,767.0,172.20.2.134,18,17467904,16.6758756978,2.8903717579,6.64248680137,1.0
740,4363584,11844490,16.2873733385,15.288804296,768.0,172.10.2.22,23,16208074,16.6010200711,3.13549421593,6.64378973315,1.0
799,2037290,2959692,14.9005957668,14.5271310513,813.0,172.10.2.126,19,4996982.0,15.4243446882,2.94443897917,6.70073110955,1.0
680,1994849,4654980,15.3534481722,14.5060789162,693.0,172.20.1.109,17,6649829.0,15.710101698,2.83321334406,6.54102999919,1.0
1176,17332354,22267710,16.918648205,16.6680854863,1206.0,172.30.2.22,19,39600064,17.4943412924,2.94443897917,7.09506437729,1.0
1105,9816363,23508230,16.9728611306,16.0995612451,1138.0,172.20.1.249,20,33324593,17.3218062109,2.99573227355,7.03702761469,1.0
742,1484209,3810882,15.1533712164,14.2103925284,767.0,172.10.1.35,26,5295091.0,15.4822907229,3.25809653802,6.64248680137,1.0
797,2680023,10221964,16.1400492965,14.8013359345,810.0,172.20.1.36,20,12901987,16.3728918885,2.99573227355,6.69703424767,1.0
717,2810328,6690604,15.716214712,14.8488117605,732.0,172.20.1.181,18,9500932.0,16.066900457,2.8903717579,6.59578051396,1.0
692,2200122,16208212,16.6010285853,14.6040233713,714.0,172.20.1.51,18,18408334,16.7283140548,2.8903717579,6.57088296234,1.0
1580,33767542,38503993,17.4662725082,17.3350106032,1632.0,172.30.1.253,21,72271535,18.0959409028,3.04452243772,7.39756153552,1.0
2412,1539532206,1123432462,20.8396545339,21.1547444449,92721.0,10.0.0.14,2109,2662964668,21.7027058759,7.65396918048,11.4373502631,1.0
633,1365531,17424640,16.6733958544,14.1270539219,663.0,172.10.1.13,26,18790171,16.7488444719,3.25809653802,6.49677499019,1.0
7926,11699551,1179,7.07242190054,16.275061023,7927.0,10.43.51.79,17,11700730.0,16.275161791,2.83321334406,8.97802993284,1.0
703,1912704,12644132,16.352703792,14.4640285057,734.0,172.10.2.104,21,14556836,16.4935712694,3.04452243772,6.59850902861,1.0
792,4269976,8167220,15.9156391397,15.2671187646,846.0,172.10.2.13,22,12437196,16.3362022179,3.09104245336,6.74051935961,1.0
707,2359830,917352,13.729246538,14.6741001405,726.0,172.30.2.142,21,3277182.0,15.0024944647,3.04452243772,6.58755001482,1.0
706,2398773,8734216,15.9827587437,14.6904679146,716.0,172.30.2.122,19,11132989,16.2254232407,2.94443897917,6.57368016696,1.0
899,1625339,4685706,15.360027156,14.3012269674,916.0,172.10.2.68,20,6311045.0,15.6578118309,2.99573227355,6.82001636467,1.0
649,832768,10073514,16.1254201611,13.632510371,657.0,172.30.1.16,18,10906282,16.2048495115,2.8903717579,6.48768401848,1.0
623,2222111,9488116,16.0655506261,14.6139682029,636.0,172.30.1.67,19,11710227,16.2759731205,2.94443897917,6.45519856334,1.0
650,2238203,10217794,16.1396412682,14.6211838697,665.0,172.20.1.131,19,12455997,16.3377127516,2.94443897917,6.49978704066,1.0
579,1275059,180062,12.101056515,14.05850301,593.0,172.10.2.55,17,1455121.0,14.1905996166,2.83321334406,6.385194399,1.0
654,1986172,5181238,15.4605545818,14.5017197261,671.0,172.10.1.7,25,7167410.0,15.78505492,3.21887582487,6.50876913697,1.0
687,3303169,6786872,15.7305007159,15.0103928687,710.0,172.20.2.123,19,10090041,16.1270594558,2.94443897917,6.56526497004,1.0
1276,25311168,8800852,15.9903590929,17.0467562792,1299.0,172.10.1.175,26,34112020.0,17.3451603728,3.25809653802,7.16935001667,1.0
1058,8976902,18317892,16.7233888451,16.0101653919,1151.0,172.20.1.202,20,27294794,17.122206546,2.99573227355,7.04838640872,1.0
926,1836995,7392744,15.8160095366,14.4236416424,936.0,172.10.2.95,15,9229739.0,16.0379413287,2.7080502011,6.84161547648,1.0
660,4424670,14557842,16.4936403755,15.3027062574,682.0,172.20.2.52,20,18982512,16.7590286922,2.99573227355,6.52502965784,1.0
644,2225080,9814260,16.099346988,14.615303428,666.0,172.30.2.140,22,12039340.0,16.3036901791,3.09104245336,6.50128967054,1.0
658,2045360,14671691,16.5014304127,14.5310843711,675.0,172.30.1.146,17,16717051,16.6319397745,2.83321334406,6.51471269087,1.0
1092,12309400,25624976,17.0590780588,16.3258737561,1138.0,172.30.2.23,19,37934376,17.4513682774,2.94443897917,7.03702761469,1.0
731,2286350,293457,12.5894863999,14.6424672175,742.0,172.20.1.102,15,2579807.0,14.7632251479,2.7080502011,6.60934924317,1.0
911,6241307,16885012,16.6419369225,15.6467001735,941.0,172.20.2.40,20,23126319,16.9564818776,2.99573227355,6.84694313959,1.0
822,1440841,1425734,14.1701973268,14.1807375289,838.0,172.10.2.63,19,2866575.0,14.8686284953,2.94443897917,6.73101810048,1.0
616,2400989,20599170,16.8407613417,14.6913912938,635.0,172.20.2.89,19,23000159,16.9510116869,2.94443897917,6.45362499889,1.0
723,1899023,3740494,15.1347282462,14.4568501014,735.0,172.30.1.86,17,5639517.0,15.5453089815,2.83321334406,6.59987049921,1.0
631,2498249,10408508,16.1581341066,14.7311006444,644.0,172.20.2.146,18,12906757,16.3732615306,2.8903717579,6.4676987261,1.0
673,1389984,11737554,16.2783040031,14.1448027942,699.0,172.10.1.78,25,13127538,16.3902227192,3.21887582487,6.54965074223,1.0
1165,10808699,28493862,17.1651992536,16.1958618308,1195.0,172.20.1.242,19,39302561,17.4868002401,2.94443897917,7.08590146437,1.0
1220,12527675,27885754,17.1436265071,16.343450755,1262.0,172.20.1.238,21,40413429,17.5146726887,3.04452243772,7.1404530431,1.0
248,81758974,230386231,19.2552677237,18.2192861354,96874.0,10.1.0.100,328,312145205,19.5589790381,5.79301360838,11.481166444,1.0
739,2007853,7418546,15.8194936391,14.5125765499,760.0,172.30.1.100,21,9426399.0,16.0590247153,3.04452243772,6.63331843328,1.0
810,2439278,7756814,15.8640822408,14.7072126518,823.0,172.30.1.82,20,10196092,16.1375150676,2.99573227355,6.71295620068,1.0
728,3246268,7866890,15.8781733708,14.9930165868,744.0,172.10.1.75,22,11113158,16.2236403696,3.09104245336,6.61204103483,1.0
886,1689928,2174130,14.5921391425,14.3401964824,901.0,172.10.2.134,16,3864058.0,15.1672284846,2.77258872224,6.80350525761,1.0
602,1594589,5573436,15.5335222978,14.2821265807,615.0,172.20.1.28,18,7168025.0,15.7851407214,2.8903717579,6.42162226781,1.0
853,5204649,31551842,17.2671425288,15.4650628226,919.0,172.10.1.204,24,36756491,17.4198253939,3.17805383035,6.82328612236,1.0
1036,7850676,33607056,17.3302466029,15.8761102007,1070.0,172.20.2.18,19,41457732,17.5401849601,2.94443897917,6.97541392746,1.0
843,2194870,9551754,16.0722353605,14.6016333772,860.0,172.10.2.67,20,11746624,16.2790764381,2.99573227355,6.75693238925,1.0
692,3091725,4785298,15.3810588589,14.9442397455,761.0,172.10.2.12,21,7877023.0,15.8794605986,3.04452243772,6.63463335786,1.0
1082,10757730,24629878,17.0194708168,16.1911351239,1116.0,172.10.1.213,25,35387608,17.3818722603,3.21887582487,7.01750614294,1.0
750,4319076,9584508,16.0756586029,15.2785520485,760.0,172.20.2.130,16,13903584,16.4476572066,2.77258872224,6.63331843328,1.0
8391,12394576,108,4.68213122712,16.3327695155,8393.0,10.77.101.2,17,12394684,16.332778229,2.83321334406,9.03515330408,1.0
1022,9768146,24758548,17.0246813611,16.0946372414,1084.0,172.30.2.6,21,34526694,17.357243322,3.04452243772,6.988413182,1.0
660,2307636,10645010,16.1806017957,14.6517341819,749.0,172.30.2.49,24,12952646,16.3768106496,3.17805383035,6.61873898352,1.0
710,2461055,9414704,16.0577832804,14.7161006778,726.0,172.10.2.30,23,11875759,16.2900098216,3.13549421593,6.58755001482,1.0
656,3773599,13413804,16.4117948839,15.143539746,668.0,172.20.2.65,17,17187403,16.6596872897,2.83321334406,6.50428817354,1.0
751,3283923,6602972,15.7030304087,15.0045493023,763.0,172.20.2.94,18,9886895.0,16.1067207008,2.8903717579,6.63725803128,1.0
1276,14739842,31744750,17.2732379153,16.5060647255,1317.0,172.10.1.230,25,46484592,17.6546314608,3.21887582487,7.18311170174,1.0
1025,10861779,10567562,16.1732996785,16.2007606712,1057.0,172.30.2.33,20,21429341,16.8802716157,2.99573227355,6.96318998587,1.0
768,1733191,5098784,15.4445126379,14.3654747761,787.0,172.10.1.97,24,6831975.0,15.7371243552,3.17805383035,6.66822824842,1.0
939,2923818,12856480,16.3693585224,14.8884008544,957.0,172.10.2.142,19,15780298,16.5742727579,2.94443897917,6.86380339145,1.0
772,2656689,1674914,14.3312723786,14.7925911686,783.0,172.30.1.197,17,4331603.0,15.2814482393,2.83321334406,6.66313269599,1.0
698,2330516,25787826,17.0654130781,14.6616002603,718.0,172.20.2.76,19,28118342,17.1519326616,2.94443897917,6.57646956905,1.0
777,2130927,6391620,15.6704983153,14.5720676543,791.0,172.30.1.90,18,8522547.0,15.9582257978,2.8903717579,6.67329796777,1.0
812,3688625,12864892,16.3700126088,15.1207643178,838.0,172.30.2.125,22,16553517,16.6221091448,3.09104245336,6.73101810048,1.0
927,4351349,22451432,16.9268649563,15.2859964699,1033.0,172.20.2.3,21,26802781,17.1040162088,3.04452243772,6.94022246912,1.0
701,2625533,14454322,16.4865040281,14.780794481,723.0,172.10.2.11,22,17079855,16.6534102568,3.09104245336,6.58340922216,1.0
802,1527447,10763448,16.1916665075,14.2391082722,824.0,172.10.2.124,19,12290895,16.3243693023,2.94443897917,6.71417052991,1.0
624,2588981,9303316,16.0458814537,14.76677492,637.0,172.30.2.116,22,11892297,16.2914014376,3.09104245336,6.45676965557,1.0
731,5131308,4039881,15.2117257941,15.4508711554,750.0,172.20.2.91,20,9171189.0,16.0315774978,2.99573227355,6.62007320653,1.0
1717,36874591,35214238,17.3769610474,17.423033281,1758.0,172.30.1.204,21,72088829,18.0934096527,3.04452243772,7.47193207825,1.0
754,2562814,7143628,15.7817313285,14.7566164315,776.0,172.10.2.43,22,9706442.0,16.0883003468,3.09104245336,6.65415252018,1.0
542,1730659,8210114,15.9208773668,14.3640128188,553.0,172.20.2.126,17,9940773.0,16.1121553422,2.83321334406,6.31535800152,1.0
617,2287530,4987304,15.4224060412,14.6429831908,631.0,172.30.1.69,19,7274834.0,15.7999315529,2.94443897917,6.44730586254,1.0
698,2144252,6256804,15.6491800696,14.5783013316,706.0,172.30.1.122,15,8401056.0,15.9438679702,2.7080502011,6.55961523749,1.0
902,9191099,10926708,16.2067206254,16.0337460737,924.0,172.10.1.245,24,20117807,16.8171159012,3.17805383035,6.82871207164,1.0
877,3862858,20797656,16.850350846,15.166917882,908.0,172.20.2.27,19,24660514,17.020713899,2.94443897917,6.8112443786,1.0
673,2007864,12724917,16.3590725978,14.5125820284,693.0,172.20.1.144,19,14732781,16.505585569,2.94443897917,6.54102999919,1.0
1184,25866658,1091622,13.9031752215,17.0684653614,1202.0,172.10.1.149,26,26958280.0,17.1098010438,3.25809653802,7.0917421151,1.0
1310,15918453,33687388,17.332634082,16.5829895603,1356.0,172.20.1.226,21,49605841,17.7196191469,3.04452243772,7.2122944685,1.0
833,2740764,3893654,15.1748586063,14.8237472716,844.0,172.30.1.97,18,6634418.0,15.7077815052,2.8903717579,6.7381524946,1.0
657,2165718,1931278,14.4736925179,14.5882625042,667.0,172.30.1.143,18,4096996.0,15.2257645802,2.8903717579,6.50279004592,1.0
1504,28000342,62507874,17.9508030908,17.1477272824,1572.0,172.30.1.244,21,90508216,18.3209511891,3.04452243772,7.36010397299,1.0
717,1450462,7563542,15.838850157,14.1873926843,730.0,172.10.1.59,24,9014004.0,16.014289926,3.17805383035,6.59304453414,1.0
1006,10039053,25776058,17.0649566346,16.1219933451,1034.0,172.10.1.251,22,35815111,17.3938804573,3.09104245336,6.94119005507,1.0
686,1417697,3756906,15.1391063043,14.164544282,702.0,172.10.1.40,26,5174603.0,15.4592731792,3.25809653802,6.55393340403,1.0
657,1517790,8270997,15.928265616,14.2327658874,671.0,172.10.1.64,22,9788787.0,16.0967481049,3.09104245336,6.50876913697,1.0
1096,22786464,10903756,16.204617875,16.9416772334,1117.0,172.10.1.137,27,33690220.0,17.3327181455,3.295836866,7.01840179907,1.0
1233811,359926857,1528294,14.2396626386,19.7014113938,1244470.0,10.247.106.27,2,361455151,19.7056485282,0.69314718056,14.0342202944,1.0
29250,544656136,80876069,18.2084285286,20.1156652104,29314.0,172.20.1.81,24,625532205,20.2541133734,3.17805383035,10.2858204966,1.0
907,4399494,23676648,16.9799998039,15.2970000923,1041.0,172.20.2.1,22,28076142,17.1504307345,3.09104245336,6.94793706861,1.0
1181,12113172,22682556,16.9371067289,16.3098040135,1213.0,172.20.2.37,19,34795728,17.3650051786,2.94443897917,7.10085190894,1.0
677,3543532,6595242,15.7018590379,15.0806345278,781.0,172.20.2.125,19,10138774,16.1318776415,2.94443897917,6.66057514984,1.0
702,1467499,7133636,15.7803316203,14.1990701493,723.0,172.10.1.43,25,8601135.0,15.9674047293,3.21887582487,6.58340922216,1.0
604,1444518,1723992,14.3601530898,14.1832862599,612.0,172.20.1.135,15,3168510.0,14.9687720038,2.7080502011,6.41673228251,1.0
749,3057579,8089132,15.9060319903,14.9331339843,766.0,172.30.1.111,20,11146711,16.2266550348,2.99573227355,6.64118216974,1.0
869,3808149,12223256,16.3188509247,15.1526538023,896.0,172.30.1.155,21,16031405,16.5900601689,3.04452243772,6.79794041297,1.0
666,2657959,21327270,16.8754970935,14.793069093,685.0,172.30.2.79,23,23985229,16.9929487405,3.13549421593,6.52941883826,1.0
